gene_callers_id	source	accession	function	e_value
736	Pfam	PF00990.27	Diguanylate cyclase, GGDEF domain	1.8e-36
737	prodigal	WP_000258151.1	glycosyltransferase family 4 protein	0
737	GENBANK_LOCUS_TAG	SAUSA300_RS03935	SAUSA300_RS03935	0
737	COG24_FUNCTION	COG0472	UDP-N-acetylmuramyl pentapeptide phosphotransferase/UDP-N-acetylglucosamine-1-phosphate transferase/archaeal AglH (Rfe) (PDB:4J72) (PUBMED:27822701)	7.03e-230
737	COG24_CATEGORY	M	Cell wall/membrane/envelope biogenesis	0
737	COG24_PATHWAY	COG0472	Mureine biosynthesis	7.03e-230
737	KOfam	K02851	UDP-GlcNAc:undecaprenyl-phosphate/decaprenyl-phosphate GlcNAc-1-phosphate transferase [EC:2.7.8.33 2.7.8.35]	2.9e-113
737	KEGG_Module	M00888	Galactofuranan biosynthesis, decaprenyl phosphate + UDP-GlcNAc (+ dTDP-Rha/UDP-Galf) => GL-5	0.0
737	KEGG_Class	M00888	Pathway modules; Glycan metabolism; Other polysaccharide metabolism	0.0
737	KEGG_BRITE	ko00001!!!ko00001!!!ko00001!!!ko00001!!!ko01000!!!ko01000!!!ko01003!!!ko01005	KEGG Orthology (KO)>>>09100 Metabolism>>>09107 Glycan biosynthesis and metabolism>>>00542 O-Antigen repeat unit biosynthesis [PATH:ko00542]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09107 Glycan biosynthesis and metabolism>>>00552 Teichoic acid biosynthesis [PATH:ko00552]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09107 Glycan biosynthesis and metabolism>>>00572 Arabinogalactan biosynthesis - Mycobacterium [PATH:ko00572]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09107 Glycan biosynthesis and metabolism>>>00543 Exopolysaccharide biosynthesis [PATH:ko00543]!!!Enzymes>>>2. Transferases>>>2.7  Transferring phosphorus-containing groups>>>2.7.8  Transferases for other substituted phosphate groups>>>2.7.8.33  UDP-N-acetylglucosamine---undecaprenyl-phosphate N-acetylglucosaminephosphotransferase!!!Enzymes>>>2. Transferases>>>2.7  Transferring phosphorus-containing groups>>>2.7.8  Transferases for other substituted phosphate groups>>>2.7.8.35  UDP-N-acetylglucosamine---decaprenyl-phosphate N-acetylglucosaminephosphotransferase!!!Glycosyltransferases>>>Polysaccharide>>>Bacterial polysaccharide (excluding LPS)!!!Lipopolysaccharide biosynthesis proteins>>>O-antigen repeat unit	0.0
737	Pfam	PF00953.27	Glycosyl transferase family 4	7e-43
738	prodigal	WP_000192947.1	YigZ family protein	0
738	GENBANK_LOCUS_TAG	SAUSA300_RS03940	SAUSA300_RS03940	0
738	COG24_FUNCTION	COG1739	Putative translation regulator, IMPACT (imprinted ancient) protein family (YIH1) (PDB:1VI7) (PUBMED:15126500)	8.4e-153
738	COG24_CATEGORY	R	General function prediction only	0
738	Pfam	PF09186.18	Domain of unknown function (DUF1949)	1.2e-15
738	Pfam	PF01205.26	Impact N-terminal domain	2.5e-41
739	prodigal	WP_000686342.1	fatty acid kinase binding subunit FakB1 (fakB1)	0
739	GENBANK_LOCUS_TAG	SAUSA300_RS03945	SAUSA300_RS03945	0
739	COG24_FUNCTION	COG1307	Fatty acid-binding protein DegV (DegV) (PDB:1MGP) (PUBMED:26149544;30429218)	1.2e-203
739	COG24_CATEGORY	I	Lipid transport and metabolism	0
739	KOfam	K25232	fatty acid kinase fatty acid binding subunit	1.2e-87
739	KEGG_BRITE	ko00001	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09191 Unclassified: metabolism>>>99983 Lipid metabolism	0.0
739	Pfam	PF02645.22	Uncharacterised protein, DegV family COG1307	2.2e-84
740	prodigal	WP_001548033.1	DEAD/DEAH box helicase	0
740	GENBANK_LOCUS_TAG	SAUSA300_RS03950	SAUSA300_RS03950	0
740	COG24_FUNCTION	COG4098	Superfamily II DNA/RNA helicase required for DNA uptake (late competence protein) (ComFA)	1.54e-249
740	COG24_CATEGORY	L	Replication, recombination and repair	0
740	KOfam	K02240	competence protein ComFA	7.1e-130
740	KEGG_BRITE	ko02044	Secretion system>>>Type II secretion system>>>Competence-related DNA transformation transporter (DNA-T) core components	0.0
740	Pfam	PF22590.3	CRISPR-associated nuclease/helicase Cas3, C-terminal	3.9e-07
740	Pfam	PF00270.36	DEAD/DEAH box helicase	4e-10
740	Pfam	PF07652.21	Flavivirus DEAD domain 	3.7e-05
740	Pfam	PF00271.38	Helicase conserved C-terminal domain	2.5e-13
740	Pfam	PF04851.22	Type III restriction enzyme, res subunit	2.5e-15
741	prodigal	WP_001057965.1	ComF family protein	0
741	GENBANK_LOCUS_TAG	SAUSA300_RS03955	SAUSA300_RS03955	0
741	COG24_FUNCTION	COG1040	DNA utilization protein ComFC/GntX, contains phosphoribosyltransferase domain (ComFC) (PUBMED:28618091)	1.06e-165
741	COG24_CATEGORY	R	General function prediction only	0
741	KOfam	K02242	competence protein ComFC	1.3e-56
741	KEGG_BRITE	ko02044	Secretion system>>>Type II secretion system>>>Competence-related DNA transformation transporter (DNA-T) core components	0.0
742	prodigal	WP_000617735.1	ribosome hibernation-promoting factor, HPF/YfiA family (hpf)	0
742	GENBANK_LOCUS_TAG	SAUSA300_RS03960	SAUSA300_RS03960	0
742	COG24_FUNCTION	COG1544	Ribosome-associated translation inhibitor RaiA (RaiA) (PDB:1IMU)	3.09e-130
742	COG24_CATEGORY	J	Translation, ribosomal structure and biogenesis	0
742	KOfam	K05808	ribosome hibernation promoting factor	2.5e-62
742	KEGG_BRITE	ko03009	Ribosome biogenesis>>>Prokaryotic type>>>Other maturation factors	0.0
742	Pfam	PF02482.26	Sigma 54 modulation protein / S30EA ribosomal protein	3.3e-26
742	Pfam	PF16321.11	Sigma 54 modulation/S30EA ribosomal protein C terminus	1.8e-29
743	prodigal	WP_000506531.1	preprotein translocase subunit SecA (secA)	0
743	GENBANK_LOCUS_TAG	SAUSA300_RS03965	SAUSA300_RS03965	0
743	COG24_FUNCTION	COG0653	Preprotein translocase subunit SecA (SecA) (PDB:2FSF)	0
743	COG24_CATEGORY	U	Intracellular trafficking, secretion, and vesicular transport	0
743	COG24_PATHWAY	COG0653	Sec pathway	0
743	KOfam	K03070	preprotein translocase subunit SecA [EC:7.4.2.8]	0
743	KEGG_BRITE	ko00001!!!ko00001!!!ko00001!!!ko01000!!!ko02044	KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09123 Folding, sorting and degradation>>>03060 Protein export [PATH:ko03060]!!!KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09131 Membrane transport>>>03070 Bacterial secretion system [PATH:ko03070]!!!KEGG Orthology (KO)>>>09140 Cellular Processes>>>09145 Cellular community - prokaryotes>>>02024 Quorum sensing [PATH:ko02024]!!!Enzymes>>>7. Translocases>>>7.4  Catalysing the translocation of amino acids and peptides>>>7.4.2  Linked to the hydrolysis of a nucleoside triphosphate>>>7.4.2.8  protein-secreting ATPase!!!Secretion system>>>Sec (secretion) system>>>Prokaryotic Sec-SRP core components	0.0
743	Pfam	PF00270.36	DEAD/DEAH box helicase	6.6e-08
743	Pfam	PF21090.4	SecA P-loop domain	1.1e-77
743	Pfam	PF02810.22	SEC-C motif	2.5e-09
743	Pfam	PF07517.21	SecA DEAD-like domain	3.1e-121
743	Pfam	PF01043.27	SecA preprotein cross-linking domain	6.2e-44
743	Pfam	PF07516.19	SecA Wing and Scaffold domain	1.3e-61
744	GENBANK_LOCUS_TAG	SAUSA300_RS03970	SAUSA300_RS03970	0
745	GENBANK_LOCUS_TAG	SAUSA300_RS03980	SAUSA300_RS03980	0
746	prodigal	WP_000749380.1	COG3942 and LysM peptidoglycan-binding domain-containing protein	0
746	GENBANK_LOCUS_TAG	SAUSA300_RS03985	SAUSA300_RS03985	0
746	COG24_FUNCTION	COG3942	Surface antigen (PDB:1QWY)	2.35e-169
746	COG24_CATEGORY	M	Cell wall/membrane/envelope biogenesis	0
746	Pfam	PF05257.23	CHAP domain	7.5e-24
746	Pfam	PF01476.27	LysM domain	8e-10
747	prodigal	WP_000538141.1	YfbR-like 5'-deoxynucleotidase	0
747	GENBANK_LOCUS_TAG	SAUSA300_RS03990	SAUSA300_RS03990	0
747	COG24_FUNCTION	COG1896	5'-deoxynucleotidase YfbR and related HD superfamily hydrolases (YfbR) (PDB:2PAQ)	2.39e-149
747	COG24_CATEGORY	F!!!R	Nucleotide transport and metabolism!!!General function prediction only	0
747	Pfam	PF01966.29	HD domain	1.8e-06
747	Pfam	PF13023.13	HD domain	1e-08
747	Pfam	PF12917.14	5'-deoxynucleotidase YfbR-like	1e-48
748	prodigal	WP_000638419.1	CsbA family protein	0
748	GENBANK_LOCUS_TAG	SAUSA300_RS03995	SAUSA300_RS03995	0
748	COG24_FUNCTION	COG4897	General stress protein CsbA (function unknown) (CsbA)	1.18e-49
748	COG24_CATEGORY	S	Function unknown	0
748	Pfam	PF09964.15	Uncharacterized protein conserved in bacteria (DUF2198)	2.9e-34
749	prodigal	WP_000229253.1	excinuclease ABC subunit UvrB (uvrB)	0
749	GENBANK_LOCUS_TAG	SAUSA300_RS04000	SAUSA300_RS04000	0
749	COG24_FUNCTION	COG0556	Excinuclease UvrABC helicase subunit UvrB (UvrB) (PDB:1C4O)	0
749	COG24_CATEGORY	L	Replication, recombination and repair	0
749	KOfam	K03702	excinuclease ABC subunit B	0
749	KEGG_BRITE	ko00001!!!ko03400!!!ko03400	KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09124 Replication and repair>>>03420 Nucleotide excision repair [PATH:ko03420]!!!DNA repair and recombination proteins>>>Prokaryotic type>>>SSBR (single strand breaks repair)>>>NER (nucleotide excision repair)>>>GGR (global genome repair) factors!!!DNA repair and recombination proteins>>>Prokaryotic type>>>DSBR (double strand breaks repair)>>>NHEJ (non-homologous end-joining)>>>SHDIR (short-homology-dependent illegitimate recombination)>>>Supressor	0.0
749	Pfam	PF00270.36	DEAD/DEAH box helicase	3.9e-08
749	Pfam	PF00271.38	Helicase conserved C-terminal domain	7.9e-23
749	Pfam	PF04851.22	Type III restriction enzyme, res subunit	2.4e-14
749	Pfam	PF02151.26	UvrB/uvrC motif	9.1e-10
749	Pfam	PF12344.15	Ultra-violet resistance protein B	9.4e-25
749	Pfam	PF27431.1	UvrB third helical domain	2.6e-31
749	Pfam	PF17757.7	UvrB interaction domain	3.6e-37
750	prodigal	WP_000662675.1	excinuclease ABC subunit UvrA (uvrA)	0
750	GENBANK_LOCUS_TAG	SAUSA300_RS04005	SAUSA300_RS04005	0
750	COG24_FUNCTION	COG0178	Excinuclease UvrABC ATPase subunit (UvrA) (PDB:2R6F)	0
750	COG24_CATEGORY	L	Replication, recombination and repair	0
750	KOfam	K03701	excinuclease ABC subunit A	0
750	KEGG_BRITE	ko00001!!!ko03400!!!ko03400	KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09124 Replication and repair>>>03420 Nucleotide excision repair [PATH:ko03420]!!!DNA repair and recombination proteins>>>Prokaryotic type>>>SSBR (single strand breaks repair)>>>NER (nucleotide excision repair)>>>GGR (global genome repair) factors!!!DNA repair and recombination proteins>>>Prokaryotic type>>>DSBR (double strand breaks repair)>>>NHEJ (non-homologous end-joining)>>>SHDIR (short-homology-dependent illegitimate recombination)>>>Supressor	0.0
750	Pfam	PF13304.13	AAA domain, putative AbiEii toxin, Type IV TA system	3.6e-07
750	Pfam	PF13555.13	P-loop containing region of AAA domain	4.4e-08
750	Pfam	PF00005.34	ABC transporter	3.5e-20
750	Pfam	PF20703.4	Novel STAND NTPase 1	1.1e-07
750	Pfam	PF02463.26	RecF/RecN/SMC N terminal domain	4.4e-14
750	Pfam	PF17755.7	UvrA DNA-binding domain	1.2e-40
750	Pfam	PF17760.7	UvrA interaction domain	4.1e-42
751	prodigal	WP_000958224.1	HPr(Ser) kinase/phosphatase (hprK)	0
751	GENBANK_LOCUS_TAG	SAUSA300_RS04010	SAUSA300_RS04010	0
751	COG24_FUNCTION	COG1493	Serine kinase of the HPr protein, regulates carbohydrate metabolism (HprK) (PDB:1JB1)	3.45e-214
751	COG24_CATEGORY	T	Signal transduction mechanisms	0
751	KOfam	K06023	HPr kinase/phosphorylase [EC:2.7.11.- 2.7.4.-]	2.8e-134
751	KEGG_BRITE	ko00001	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09191 Unclassified: metabolism>>>99980 Enzymes with EC numbers	0.0
751	Pfam	PF07475.18	HPr Serine kinase C-terminal domain	1.6e-75
751	Pfam	PF02603.22	HPr Serine kinase N terminus	2.4e-41
752	prodigal	WP_000513308.1	prolipoprotein diacylglyceryl transferase (lgt)	0
752	GENBANK_LOCUS_TAG	SAUSA300_RS04015	SAUSA300_RS04015	0
752	COG24_FUNCTION	COG0682	Prolipoprotein diacylglyceryltransferase (Lgt) (PDB:5AZB)	5.7e-202
752	COG24_CATEGORY	M	Cell wall/membrane/envelope biogenesis	0
752	KOfam	K13292	phosphatidylglycerol---prolipoprotein diacylglyceryl transferase [EC:2.5.1.145]	3.6e-87
752	KEGG_BRITE	ko00001!!!ko01000	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09191 Unclassified: metabolism>>>99980 Enzymes with EC numbers!!!Enzymes>>>2. Transferases>>>2.5  Transferring alkyl or aryl groups, other than methyl groups>>>2.5.1  Transferring alkyl or aryl groups, other than methyl groups (only sub-subclass identified to date)>>>2.5.1.145  phosphatidylglycerol---prolipoprotein diacylglyceryl transferase	0.0
752	Pfam	PF01790.24	Prolipoprotein diacylglyceryl transferase	2e-79
753	prodigal	WP_001224793.1	acyltransferase	0
753	GENBANK_LOCUS_TAG	SAUSA300_RS04020	SAUSA300_RS04020	0
753	COG24_FUNCTION	COG0110	O-acetyltransferase, isoleucine patch superfamily, LacA/YvoF/WbbJ family (WbbJ) (PDB:6MFK) (PUBMED:33947893;35765181)	1.18e-88
753	COG24_CATEGORY	R	General function prediction only	0
753	KOfam	K24872	heptaprenylglycerol acetyltransferase [EC:2.3.1.-]	7.8e-68
753	KEGG_BRITE	ko00001	KEGG Orthology (KO)>>>09100 Metabolism>>>09103 Lipid metabolism>>>00564 Glycerophospholipid metabolism [PATH:ko00564]	0.0
753	Pfam	PF00132.31	Bacterial transferase hexapeptide (six repeats)	1.1e-14
753	Pfam	PF14602.13	Hexapeptide repeat of succinyl-transferase	9.9e-16
754	prodigal	WP_000057551.1	tetratricopeptide repeat protein	0
754	GENBANK_LOCUS_TAG	SAUSA300_RS04025	SAUSA300_RS04025	0
754	COG24_FUNCTION	COG2956	Lipopolysaccharide biosynthesis regulator YciM/LapB, contains six TPR domains and a C-terminal metal-binding domain (LapB) (PDB:4ZLH) (PUBMED:24187084;24266962)	0
754	COG24_CATEGORY	M	Cell wall/membrane/envelope biogenesis	0
754	Pfam	PF12895.14	Anaphase-promoting complex, cyclosome, subunit 3	4e-09
754	Pfam	PF13428.13	Tetratricopeptide repeat	6.9e-12
754	Pfam	PF13432.13	Tetratricopeptide repeat	5.4e-10
754	Pfam	PF14559.13	Tetratricopeptide repeat	2.3e-15
754	Pfam	PF07719.24	Tetratricopeptide repeat	7.2e-10
755	prodigal	WP_000134963.1	thioredoxin-disulfide reductase (trxB)	0
755	GENBANK_LOCUS_TAG	SAUSA300_RS04030	SAUSA300_RS04030	0
755	COG24_FUNCTION	COG0492	Thioredoxin reductase (TrxB) (PDB:3FBS)	3.24e-224
755	COG24_CATEGORY	O	Posttranslational modification, protein turnover, chaperones	0
755	KOfam	K00384	thioredoxin reductase (NADPH) [EC:1.8.1.9]	2.2e-130
755	KEGG_BRITE	ko00001!!!ko01000	KEGG Orthology (KO)>>>09100 Metabolism>>>09106 Metabolism of other amino acids>>>00450 Selenocompound metabolism [PATH:ko00450]!!!Enzymes>>>1. Oxidoreductases>>>1.8  Acting on a sulfur group of donors>>>1.8.1  With NAD+ or NADP+ as acceptor>>>1.8.1.9  thioredoxin-disulfide reductase (NADPH)	0.0
755	Pfam	PF01266.31	FAD dependent oxidoreductase	2.2e-10
755	Pfam	PF00890.31	FAD binding domain	1.6e-09
755	Pfam	PF12831.14	FAD dependent oxidoreductase	9.8e-10
755	Pfam	PF01134.29	Glucose inhibited division protein A	5.7e-08
755	Pfam	PF13450.13	NAD(P)-binding Rossmann-like domain	1.2e-07
755	Pfam	PF00070.34	Pyridine nucleotide-disulphide oxidoreductase	2.7e-23
755	Pfam	PF07992.21	Pyridine nucleotide-disulphide oxidoreductase	4.7e-57
755	Pfam	PF13738.13	Pyridine nucleotide-disulphide oxidoreductase	3.5e-25
755	Pfam	PF01946.24	Thi4 family	1.3e-07
756	prodigal	WP_000369722.1	RNase adapter RapZ (rapZ)	0
756	GENBANK_LOCUS_TAG	SAUSA300_RS04040	SAUSA300_RS04040	0
756	COG24_FUNCTION	COG1660	RNase adaptor protein RapZ for GlmZ sRNA degradation, contains a P-loop ATPase domain (RapZ) (PDB:5O5O) (PUBMED:23475961)	7.29e-217
756	COG24_CATEGORY	T	Signal transduction mechanisms	0
756	KOfam	K06958	RNase adapter protein RapZ	3.1e-123
756	KEGG_BRITE	ko03019	Messenger RNA biogenesis>>>Prokaryotic type>>>Bacterial mRNA degradation factors>>>Other RNA degradation factors>>>Others	0.0
756	Pfam	PF22740.2	RapZ C-terminal domain	7e-50
756	Pfam	PF03668.22	RapZ-like N-terminal domain	3.2e-50
757	prodigal	WP_001248939.1	YvcK family protein	0
757	GENBANK_LOCUS_TAG	SAUSA300_RS04045	SAUSA300_RS04045	0
757	COG24_FUNCTION	COG0391	Archaeal 2-phospho-L-lactate transferase/Bacterial gluconeogenesis factor, CofD/UPF0052 family (CofD) (PDB:1ZX8) (PUBMED:11888293;18252724)	1.56e-232
757	COG24_CATEGORY	G!!!H	Carbohydrate transport and metabolism!!!Coenzyme transport and metabolism	0
757	Pfam	PF01933.24	2-phospho-L-lactate transferase CofD	6e-114
758	prodigal	WP_000006556.1	DNA-binding protein WhiA (whiA)	0
758	GENBANK_LOCUS_TAG	SAUSA300_RS04050	SAUSA300_RS04050	0
758	COG24_FUNCTION	COG1481	DNA-binding transcriptional regulator WhiA, involved in cell division (WhiA) (PDB:3HYI)	4.03e-215
758	COG24_CATEGORY	K	Transcription	0
758	KOfam	K09762	cell division protein WhiA	2.4e-124
758	KEGG_BRITE	ko03036	Chromosome and associated proteins>>>Prokaryotic type>>>Chromosome partitioning proteins>>>Other chromosome partitioning proteins	0.0
758	Pfam	PF02650.21	WhiA C-terminal HTH domain	3.4e-36
758	Pfam	PF14527.12	WhiA LAGLIDADG-like domain	2.6e-37
758	Pfam	PF10298.15	WhiA N-terminal LAGLIDADG-like domain	7.9e-36
759	prodigal	WP_001049165.1	ATP-dependent Clp endopeptidase proteolytic subunit ClpP (clpP)	0
759	GENBANK_LOCUS_TAG	SAUSA300_RS04060	SAUSA300_RS04060	0
759	COG24_FUNCTION	COG0740	ATP-dependent protease ClpP, protease subunit (ClpP) (PDB:1TG6)	1.64e-132
759	COG24_CATEGORY	O	Posttranslational modification, protein turnover, chaperones	0
759	KOfam	K01358	ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]	3.7e-117
759	KEGG_BRITE	ko00001!!!ko01000!!!ko01002	KEGG Orthology (KO)>>>09140 Cellular Processes>>>09143 Cell growth and death>>>04112 Cell cycle - Caulobacter [PATH:ko04112]!!!Enzymes>>>3. Hydrolases>>>3.4  Acting on peptide bonds (peptidases)>>>3.4.21  Serine endopeptidases>>>3.4.21.92  endopeptidase Clp!!!Peptidases and inhibitors>>>Serine peptidases>>>Family S14: ClpP endopeptidase family	0.0
759	Pfam	PF00574.29	Clp protease	3.8e-91
760	prodigal	WP_000816295.1	TIGR01777 family oxidoreductase	0
760	GENBANK_LOCUS_TAG	SAUSA300_RS04065	SAUSA300_RS04065	0
760	COG24_FUNCTION	COG1090	NAD dependent epimerase/dehydratase family enzyme (YfcH) (PDB:4B4O) (PUBMED:39630597)	1.73e-218
760	COG24_CATEGORY	R	General function prediction only	0
760	KOfam	K07071	uncharacterized protein	3.5e-103
760	KEGG_BRITE	ko00001	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09194 Poorly characterized>>>99997 Function unknown	0.0
760	Pfam	PF08338.17	Domain of unknown function (DUF1731)	3.8e-18
760	Pfam	PF01370.28	NAD dependent epimerase/dehydratase family	5.8e-21
760	Pfam	PF07993.19	Male sterility protein	4e-06
761	prodigal	WP_000070826.1	DUF4887 domain-containing protein	0
761	GENBANK_LOCUS_TAG	SAUSA300_RS04070	SAUSA300_RS04070	0
761	Pfam	PF16228.11	Domain of unknown function (DUF4887)	5.4e-71
762	prodigal	WP_000654030.1	sugar-binding transcriptional regulator	0
762	GENBANK_LOCUS_TAG	SAUSA300_RS04075	SAUSA300_RS04075	0
762	COG24_FUNCTION	COG2390	DNA-binding transcriptional regulator LsrR, DeoR family (DeoR) (PDB:2GNP) (PUBMED:23974133;24893262)	6.36e-235
762	COG24_CATEGORY	K	Transcription	0
762	KOfam	K05311	central glycolytic genes regulator	4.3e-147
762	KEGG_BRITE	ko03000	Transcription factors>>>Prokaryotic type>>>Other transcription factors>>>Others	0.0
762	Pfam	PF21715.4	CggR N-terminal DNA binding domain	2.9e-28
762	Pfam	PF04198.20	Putative sugar-binding domain	2.3e-79
763	prodigal	WP_000279414.1	type I glyceraldehyde-3-phosphate dehydrogenase (gap)	0
763	GENBANK_LOCUS_TAG	SAUSA300_RS04080	SAUSA300_RS04080	0
763	COG24_FUNCTION	COG0057	Glyceraldehyde-3-phosphate dehydrogenase/erythrose-4-phosphate dehydrogenase (GapA) (PDB:3ZDF)	3.71e-238
763	COG24_CATEGORY	G	Carbohydrate transport and metabolism	0
763	COG24_PATHWAY	COG0057	Glycolysis	3.71e-238
763	KOfam	K00134	glyceraldehyde 3-phosphate dehydrogenase (phosphorylating) [EC:1.2.1.12]	3.1e-132
763	KEGG_Module	M00001!!!M00002!!!M00003!!!M00308!!!M00552!!!M00165!!!M00611!!!M00612	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate!!!Glycolysis, core module involving three-carbon compounds!!!Gluconeogenesis, oxaloacetate => fructose-6P!!!Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P!!!D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P!!!Reductive pentose phosphate cycle (Calvin cycle)!!!Oxygenic photosynthesis in plants and cyanobacteria!!!Anoxygenic photosynthesis in purple bacteria	0.0
763	KEGG_Class	M00001!!!M00002!!!M00003!!!M00308!!!M00552!!!M00165!!!M00611!!!M00612	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism!!!Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism!!!Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism!!!Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism!!!Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism!!!Pathway modules; Energy metabolism; Carbon fixation!!!Signature modules; Module set; Metabolic capacity!!!Signature modules; Module set; Metabolic capacity	0.0
763	KEGG_BRITE	ko00001!!!ko00001!!!ko00001!!!ko01000!!!ko04131!!!ko04147	KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00010 Glycolysis / Gluconeogenesis [PATH:ko00010]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09102 Energy metabolism>>>00710 Carbon fixation by Calvin cycle [PATH:ko00710]!!!KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09132 Signal transduction>>>04066 HIF-1 signaling pathway [PATH:ko04066]!!!Enzymes>>>1. Oxidoreductases>>>1.2  Acting on the aldehyde or oxo group of donors>>>1.2.1  With NAD+ or NADP+ as acceptor>>>1.2.1.12  glyceraldehyde-3-phosphate dehydrogenase (phosphorylating)!!!Membrane trafficking>>>Autophagy>>>Chaperone mediated autophagy (CMA)>>>Selective cargos!!!Exosome>>>Exosomal proteins>>>Proteins found in most exosomes	0.0
