Geneid,start,end,strand,seqname,source,feature,score,ID,Parent,Dbxref,Name,Ontology_term,gbkey,gene,go_function,go_process,inference,product,protein_id,transl_table,go_component,Note,partial,pseudo,start_range,end_range,exception
SAUSA300_RS03840,793773,794171,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_000692521.1,gene-SAUSA300_RS03840,GenBank:WP_000692521.1,WP_000692521.1,GO:0009263!!!GO:0036211!!!GO:0010181,CDS,nrdI,FMN binding|0010181||IEA,deoxyribonucleotide biosynthetic process|0009263||IEA!!!protein modification process|0036211||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_499301.1,class Ib ribonucleoside-diphosphate reductase assembly flavoprotein NrdI,WP_000692521.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS03845,794134,796239,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_000855505.1,gene-SAUSA300_RS03845,GenBank:WP_000855505.1,WP_000855505.1,GO:0006260!!!GO:0004748!!!GO:0005524,CDS,nrdE,ribonucleoside-diphosphate reductase activity%2C thioredoxin disulfide as acceptor|0004748||IEA!!!ATP binding|0005524||IEA,DNA replication|0006260||IEA,COORDINATES: similar to AA sequence:RefSeq:WP_000855513.1,class 1b ribonucleoside-diphosphate reductase subunit alpha,WP_000855505.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS03850,796357,797328,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_000562498.1,gene-SAUSA300_RS03850,GenBank:WP_000562498.1,WP_000562498.1,GO:0009263!!!GO:0004748!!!GO:0005971,CDS,nrdF,ribonucleoside-diphosphate reductase activity%2C thioredoxin disulfide as acceptor|0004748||IEA,deoxyribonucleotide biosynthetic process|0009263||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_499303.1,class 1b ribonucleoside-diphosphate reductase subunit beta,WP_000562498.1,11,ribonucleoside-diphosphate reductase complex|0005971||IEA,NA,NA,NA,NA,NA,NA
SAUSA300_RS03860,797842,797997,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_000499195.1,gene-SAUSA300_RS03860,GenBank:WP_000499195.1,WP_000499195.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_499305.1,hypothetical protein,WP_000499195.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS03865,798036,799007,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_000876318.1,gene-SAUSA300_RS03865,GenBank:WP_000876318.1,WP_000876318.1,GO:0006826!!!GO:0042626!!!GO:0140359!!!GO:0016020!!!GO:0043190,CDS,NA,ATPase-coupled transmembrane transporter activity|0042626||IEA!!!ABC-type transporter activity|0140359||IEA,iron ion transport|0006826||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_499306.1,ABC transporter permease,WP_000876318.1,11,membrane|0016020||IEA!!!ATP-binding cassette (ABC) transporter complex|0043190||IEA,NA,NA,NA,NA,NA,NA
SAUSA300_RS03870,798994,799950,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_001245577.1,gene-SAUSA300_RS03870,GenBank:WP_001245577.1,WP_001245577.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_499307.1,iron chelate uptake ABC transporter family permease subunit,WP_001245577.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS03875,799947,800708,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_000616842.1,gene-SAUSA300_RS03875,GenBank:WP_000616842.1,WP_000616842.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_499308.1,iron ABC transporter ATP-binding protein,WP_000616842.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS03880,800827,801855,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_000754443.1,gene-SAUSA300_RS03880,GenBank:WP_000754443.1,WP_000754443.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_499309.1,ferrated catecholamine ABC transporter substrate-binding lipoprotein SstD,WP_000754443.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS03885,802172,802486,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_001127269.1,gene-SAUSA300_RS03885,GenBank:WP_001127269.1,WP_001127269.1,GO:0008270,CDS,NA,zinc ion binding|0008270||IEA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_499310.1,CHY zinc finger protein,WP_001127269.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS03890,802504,803427,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000608440.1,gene-SAUSA300_RS03890,GenBank:WP_000608440.1,WP_000608440.1,GO:0008762!!!GO:0071949,CDS,murB,UDP-N-acetylmuramate dehydrogenase activity|0008762||IEA!!!FAD binding|0071949||IEA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_499311.1,UDP-N-acetylmuramate dehydrogenase,WP_000608440.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS03895,803554,804072,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000287207.1,gene-SAUSA300_RS03895,GenBank:WP_000287207.1,WP_000287207.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_499312.1,GrpB family protein,WP_000287207.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS03900,804192,805070,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_000724887.1,gene-SAUSA300_RS03900,GenBank:WP_000724887.1,WP_000724887.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_499313.1,EMYY motif lipoprotein,WP_000724887.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS03905,805224,805544,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_000985617.1,gene-SAUSA300_RS03905,GenBank:WP_000985617.1,WP_000985617.1,GO:0006790,CDS,ytxJ,NA,sulfur compound metabolic process|0006790||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_499314.1,bacillithiol system redox-active protein YtxJ,WP_000985617.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS03910,805969,807093,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_000866747.1,gene-SAUSA300_RS03910,GenBank:WP_000866747.1,WP_000866747.1,GO:0031388!!!GO:0008887,CDS,NA,glycerate kinase activity|0008887||IEA,organic acid phosphorylation|0031388||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_499315.1,glycerate kinase,WP_000866747.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS03915,807282,808508,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000795826.1,gene-SAUSA300_RS03915,GenBank:WP_000795826.1,WP_000795826.1,GO:0006508!!!GO:0008270!!!GO:0045148,CDS,pepT,zinc ion binding|0008270||IEA!!!tripeptide aminopeptidase activity|0045148||IEA,proteolysis|0006508||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_499316.1,peptidase T,WP_000795826.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS03920,808522,809016,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000899890.1,gene-SAUSA300_RS03920,GenBank:WP_000899890.1,WP_000899890.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_499317.1,threonine/serine exporter family protein,WP_000899890.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS03925,809034,809795,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_001113406.1,gene-SAUSA300_RS03925,GenBank:WP_001113406.1,WP_001113406.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_499318.1,threonine/serine exporter family protein,WP_001113406.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS03930,809991,811061,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000460983.1,gene-SAUSA300_RS03930,GenBank:WP_000460983.1,WP_000460983.1,NA,CDS,gdpS,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_499319.1,GGDEF domain-containing protein GdpS,WP_000460983.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS03935,811379,812434,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_000258151.1,gene-SAUSA300_RS03935,GenBank:WP_000258151.1,WP_000258151.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_499320.1,glycosyltransferase family 4 protein,WP_000258151.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS03940,812604,813245,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000192947.1,gene-SAUSA300_RS03940,GenBank:WP_000192947.1,WP_000192947.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_499321.1,YigZ family protein,WP_000192947.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS03945,813389,814255,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_000686342.1,gene-SAUSA300_RS03945,GenBank:WP_000686342.1,WP_000686342.1,NA,CDS,fakB1,NA,NA,COORDINATES: similar to AA sequence:RefSeq:WP_000686350.1,fatty acid kinase binding subunit FakB1,WP_000686342.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS03950,814619,815701,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_001548033.1,gene-SAUSA300_RS03950,GenBank:WP_001548033.1,WP_001548033.1,GO:0003677!!!GO:0005524!!!GO:0016787,CDS,NA,DNA binding|0003677||IEA!!!ATP binding|0005524||IEA!!!hydrolase activity|0016787||IEA,NA,COORDINATES: similar to AA sequence:RefSeq:WP_011382223.1,DEAD/DEAH box helicase,WP_001548033.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS03955,815694,816368,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_001057965.1,gene-SAUSA300_RS03955,GenBank:WP_001057965.1,WP_001057965.1,GO:0030420,CDS,NA,NA,establishment of competence for transformation|0030420||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_499324.1,ComF family protein,WP_001057965.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS03960,816429,817001,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_000617735.1,gene-SAUSA300_RS03960,GenBank:WP_000617735.1,WP_000617735.1,GO:0045182!!!GO:0005840,CDS,hpf,translation regulator activity|0045182||IEA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_499325.1,ribosome hibernation-promoting factor%2C HPF/YfiA family,WP_000617735.1,11,ribosome|0005840||IEA,NA,NA,NA,NA,NA,NA
SAUSA300_RS03965,817415,819946,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_000506531.1,gene-SAUSA300_RS03965,GenBank:WP_000506531.1,WP_000506531.1,GO:0043952!!!GO:0005524!!!GO:0015450!!!GO:0016887!!!GO:0009898,CDS,secA,ATP binding|0005524||IEA!!!protein-transporting ATPase activity|0015450||IEA!!!ATP hydrolysis activity|0016887||IEA,protein transport by the Sec complex|0043952||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_499326.1,preprotein translocase subunit SecA,WP_000506531.1,11,cytoplasmic side of plasma membrane|0009898||IEA,NA,NA,NA,NA,NA,NA
SAUSA300_RS03970,819988,820092,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_001790092.1,gene-SAUSA300_RS03970,GenBank:WP_001790092.1,WP_001790092.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_499327.1,hypothetical protein,WP_001790092.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS03975,820261,821371,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_010956549.1,gene-SAUSA300_RS03975,GenBank:WP_010956549.1,WP_010956549.1,GO:0006415!!!GO:0016149!!!GO:0005737,CDS,prfB,translation release factor activity%2C codon specific|0016149||IEA,translational termination|0006415||IEA,COORDINATES: similar to AA sequence:RefSeq:WP_014667688.1,peptide chain release factor 2,WP_010956549.1,11,cytoplasm|0005737||IEA,programmed frameshift,NA,NA,NA,NA,ribosomal slippage
SAUSA300_RS03980,821525,821632,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_001790093.1,gene-SAUSA300_RS03980,GenBank:WP_001790093.1,WP_001790093.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_499329.1,hypothetical protein,WP_001790093.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS03985,821780,822619,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_000749380.1,gene-SAUSA300_RS03985,GenBank:WP_000749380.1,WP_000749380.1,GO:0097367,CDS,NA,carbohydrate derivative binding|0097367||IEA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_499330.1,COG3942 and LysM peptidoglycan-binding domain-containing protein,WP_000749380.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS03990,822793,823443,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_000538141.1,gene-SAUSA300_RS03990,GenBank:WP_000538141.1,WP_000538141.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_499331.1,YfbR-like 5'-deoxynucleotidase,WP_000538141.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS03995,823440,823676,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_000638419.1,gene-SAUSA300_RS03995,GenBank:WP_000638419.1,WP_000638419.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_499332.1,CsbA family protein,WP_000638419.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS04000,823945,825930,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_000229253.1,gene-SAUSA300_RS04000,GenBank:WP_000229253.1,WP_000229253.1,GO:0006289!!!GO:0003677!!!GO:0005515!!!GO:0005524!!!GO:0016787!!!GO:0016887!!!GO:0009380,CDS,uvrB,DNA binding|0003677||IEA!!!protein binding|0005515||IEA!!!ATP binding|0005524||IEA!!!hydrolase activity|0016787||IEA!!!ATP hydrolysis activity|0016887||IEA,nucleotide-excision repair|0006289||IEA,COORDINATES: similar to AA sequence:RefSeq:WP_002473941.1,excinuclease ABC subunit UvrB,WP_000229253.1,11,excinuclease repair complex|0009380||IEA,NA,NA,NA,NA,NA,NA
SAUSA300_RS04005,825938,828784,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_000662675.1,gene-SAUSA300_RS04005,GenBank:WP_000662675.1,WP_000662675.1,GO:0006289!!!GO:0003677!!!GO:0005524!!!GO:0016887,CDS,uvrA,DNA binding|0003677||IEA!!!ATP binding|0005524||IEA!!!ATP hydrolysis activity|0016887||IEA,nucleotide-excision repair|0006289||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_499337.1,excinuclease ABC subunit UvrA,WP_000662675.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS04010,829446,830378,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_000958224.1,gene-SAUSA300_RS04010,GenBank:WP_000958224.1,WP_000958224.1,GO:0000160!!!GO:0006109!!!GO:0000155!!!GO:0005524,CDS,hprK,phosphorelay sensor kinase activity|0000155||IEA!!!ATP binding|0005524||IEA,phosphorelay signal transduction system|0000160||IEA!!!regulation of carbohydrate metabolic process|0006109||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_499338.1,HPr(Ser) kinase/phosphatase,WP_000958224.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS04015,830384,831223,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_000513308.1,gene-SAUSA300_RS04015,GenBank:WP_000513308.1,WP_000513308.1,GO:0009249!!!GO:0008961!!!GO:0016020,CDS,lgt,phosphatidylglycerol-prolipoprotein diacylglyceryl transferase activity|0008961||IEA,protein lipoylation|0009249||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_499339.1,prolipoprotein diacylglyceryl transferase,WP_000513308.1,11,membrane|0016020||IEA,NA,NA,NA,NA,NA,NA
SAUSA300_RS04020,831231,831716,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_001224793.1,gene-SAUSA300_RS04020,GenBank:WP_001224793.1,WP_001224793.1,GO:0046677!!!GO:0016746!!!GO:0120225,CDS,NA,acyltransferase activity|0016746||IEA!!!coenzyme A binding|0120225||IEA,response to antibiotic|0046677||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_499340.1,acyltransferase,WP_001224793.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS04025,831724,833163,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_000057551.1,gene-SAUSA300_RS04025,GenBank:WP_000057551.1,WP_000057551.1,GO:0005515,CDS,NA,protein binding|0005515||IEA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_499341.1,tetratricopeptide repeat protein,WP_000057551.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS04030,833230,834165,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_000134963.1,gene-SAUSA300_RS04030,GenBank:WP_000134963.1,WP_000134963.1,GO:0019430!!!GO:0004791!!!GO:0071949!!!GO:0005737,CDS,trxB,thioredoxin-disulfide reductase (NADPH) activity|0004791||IEA!!!FAD binding|0071949||IEA,removal of superoxide radicals|0019430||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_499342.1,thioredoxin-disulfide reductase,WP_000134963.1,11,cytoplasm|0005737||IEA,NA,NA,NA,NA,NA,NA
SAUSA300_RS04040,835045,835956,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_000369722.1,gene-SAUSA300_RS04040,GenBank:WP_000369722.1,WP_000369722.1,GO:0005524,CDS,rapZ,ATP binding|0005524||IEA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_499344.2,RNase adapter RapZ,WP_000369722.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS04045,835953,836948,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_001248939.1,gene-SAUSA300_RS04045,GenBank:WP_001248939.1,WP_001248939.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_499345.1,YvcK family protein,WP_001248939.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS04050,837058,838002,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_000006556.1,gene-SAUSA300_RS04050,GenBank:WP_000006556.1,WP_000006556.1,GO:0043937!!!GO:0003677,CDS,whiA,DNA binding|0003677||IEA,regulation of sporulation|0043937||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_499346.1,DNA-binding protein WhiA,WP_000006556.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS04060,838576,839163,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_001049165.1,gene-SAUSA300_RS04060,GenBank:WP_001049165.1,WP_001049165.1,GO:0006508!!!GO:0004176!!!GO:0004252!!!GO:0009368,CDS,clpP,ATP-dependent peptidase activity|0004176||IEA!!!serine-type endopeptidase activity|0004252||IEA,proteolysis|0006508||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_499347.1,ATP-dependent Clp endopeptidase proteolytic subunit ClpP,WP_001049165.1,11,endopeptidase Clp complex|0009368||IEA,NA,NA,NA,NA,NA,NA
SAUSA300_RS04065,839406,840308,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000816295.1,gene-SAUSA300_RS04065,GenBank:WP_000816295.1,WP_000816295.1,GO:0003824,CDS,NA,catalytic activity|0003824||IEA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_499348.1,TIGR01777 family oxidoreductase,WP_000816295.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS04070,841010,841639,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_000070826.1,gene-SAUSA300_RS04070,GenBank:WP_000070826.1,WP_000070826.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_499349.1,DUF4887 domain-containing protein,WP_000070826.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS04075,842281,843294,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_000654030.1,gene-SAUSA300_RS04075,GenBank:WP_000654030.1,WP_000654030.1,GO:0006355!!!GO:0003677!!!GO:0030246,CDS,NA,DNA binding|0003677||IEA!!!carbohydrate binding|0030246||IEA,regulation of DNA-templated transcription|0006355||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_499350.1,sugar-binding transcriptional regulator,WP_000654030.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS04080,843347,844357,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_000279414.1,gene-SAUSA300_RS04080,GenBank:WP_000279414.1,WP_000279414.1,GO:0006006!!!GO:0016620!!!GO:0050661!!!GO:0051287,CDS,gap,oxidoreductase activity%2C acting on the aldehyde or oxo group of donors%2C NAD or NADP as acceptor|0016620||IEA!!!NADP binding|0050661||IEA!!!NAD binding|0051287||IEA,glucose metabolic process|0006006||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_499351.1,type I glyceraldehyde-3-phosphate dehydrogenase,WP_000279414.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS04085,844496,845686,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_001074749.1,gene-SAUSA300_RS04085,GenBank:WP_001074749.1,WP_001074749.1,GO:0006096!!!GO:0004618!!!GO:0005524!!!GO:0005737,CDS,NA,phosphoglycerate kinase activity|0004618||IEA!!!ATP binding|0005524||IEA,glycolytic process|0006096||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_499352.1,phosphoglycerate kinase,WP_001074749.1,11,cytoplasm|0005737||IEA,NA,NA,NA,NA,NA,NA
SAUSA300_RS04090,845808,846569,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_001260089.1,gene-SAUSA300_RS04090,GenBank:WP_001260089.1,WP_001260089.1,GO:0006096!!!GO:0004807,CDS,tpiA,triose-phosphate isomerase activity|0004807||IEA,glycolytic process|0006096||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_499353.1,triose-phosphate isomerase,WP_001260089.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS04095,846572,848089,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_001085505.1,gene-SAUSA300_RS04095,GenBank:WP_001085505.1,WP_001085505.1,GO:0006096!!!GO:0046537,CDS,gpmI,2%2C3-bisphosphoglycerate-independent phosphoglycerate mutase activity|0046537||IEA,glycolytic process|0006096||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_499354.1,2%2C3-bisphosphoglycerate-independent phosphoglycerate mutase,WP_001085505.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS04100,848219,849523,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_001121760.1,gene-SAUSA300_RS04100,GenBank:WP_001121760.1,WP_001121760.1,NA,CDS,eno,NA,NA,COORDINATES: similar to AA sequence:RefSeq:WP_017466665.1,surface-displayed alpha-enolase,WP_001121760.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS04105,849863,850321,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_000785252.1,gene-SAUSA300_RS04105,GenBank:WP_000785252.1,WP_000785252.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_499356.1,hypothetical protein,WP_000785252.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS04110,850388,850621,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_000556760.1,gene-SAUSA300_RS04110,GenBank:WP_000556760.1,WP_000556760.1,GO:0015739!!!GO:0015136!!!GO:0016020,CDS,secG,sialic acid transmembrane transporter activity|0015136||IEA,sialic acid transport|0015739||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_499357.2,preprotein translocase subunit SecG,WP_000556760.1,11,membrane|0016020||IEA,NA,NA,NA,NA,NA,NA
SAUSA300_RS04115,850737,851477,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_001165952.1,gene-SAUSA300_RS04115,GenBank:WP_001165952.1,WP_001165952.1,GO:0016787,CDS,NA,hydrolase activity|0016787||IEA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_499358.1,alpha/beta hydrolase,WP_001165952.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS04120,851511,853883,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_001050064.1,gene-SAUSA300_RS04120,GenBank:WP_001050064.1,WP_001050064.1,GO:0003723!!!GO:0004518,CDS,rnr,RNA binding|0003723||IEA!!!nuclease activity|0004518||IEA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_499359.1,ribonuclease R,WP_001050064.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS04125,853905,854369,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_001085185.1,gene-SAUSA300_RS04125,GenBank:WP_001085185.1,WP_001085185.1,GO:0003723,CDS,smpB,RNA binding|0003723||IEA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_499360.1,SsrA-binding protein SmpB,WP_001085185.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS04135,855691,856014,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_001058299.1,gene-SAUSA300_RS04135,GenBank:WP_001058299.1,WP_001058299.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_499362.1,hypothetical protein,WP_001058299.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS04145,856368,857096,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000757406.1,gene-SAUSA300_RS04145,GenBank:WP_000757406.1,WP_000757406.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_499364.1,DUF5067 domain-containing protein,WP_000757406.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS04150,857532,857687,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_001790158.1,gene-SAUSA300_RS04150,GenBank:WP_001790158.1,WP_001790158.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_499365.1,hypothetical protein,WP_001790158.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS04155,857695,858216,+,NC_007793.1,Protein Homology,CDS,.,cds-SAUSA300_RS04155,gene-SAUSA300_RS04155,NA,NA,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_499366.1,hypothetical protein,NA,11,NA,internal stop,NA,true,NA,NA,NA
SAUSA300_RS04160,858355,858885,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_001167175.1,gene-SAUSA300_RS04160,GenBank:WP_001167175.1,WP_001167175.1,GO:0008080!!!GO:0016746,CDS,NA,N-acetyltransferase activity|0008080||IEA!!!acyltransferase activity|0016746||IEA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_499367.1,GNAT family N-acetyltransferase,WP_001167175.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS04165,859148,861949,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_001056223.1,gene-SAUSA300_RS04165,GenBank:WP_001056223.1,WP_001056223.1,GO:0007155,CDS,clfA,NA,cell adhesion|0007155||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_499368.1,MSCRAMM family adhesin clumping factor ClfA,WP_001056223.1,11,NA,NA,NA,NA,NA,NA,NA
